Plot;Species;DBH(cm);Height(m);AgeClass;Age
31;Ocotea puberula;8,594366927;10;Tardio;40
31;Symplocos tenuifolia;1,750704374;3;Tardio;40
31;Gymnanthes klotzschiana;5,379437077;5.5;Tardio;40
31;Miconia cinerascens;2,037183272;3;Tardio;40
31;Myrcia palustris;2,546479089;3;Tardio;40
31;Araucaria angustifolia;25,46479089;25;Tardio;40
31;Gymnanthes klotzschiana;7,925916166;8;Tardio;40
31;Gymnanthes klotzschiana;6,111549815;5.5;Tardio;40
31;Gymnanthes klotzschiana;4,329014452;5;Tardio;40
31;Miconia hyemalis;2,546479089;3;Tardio;40
31;Gymnanthes klotzschiana;14,09577387;20;Tardio;40
31;Gymnanthes klotzschiana;6,047887837;5;Tardio;40
31;Myrcia palustris;2,896619964;3.2;Tardio;40
32;Matayba elaeagnoides;5,06112719;6.5;Tardio;40
32;Gymnanthes klotzschiana;28,39324185;23;Tardio;40
32;Casearia decandra;6,238873769;6;Tardio;40
32;Myrcia palustris;2,387324146;5;Tardio;40
32;Cinnamodendron dinisii;3,342253805;3.5;Tardio;40
32;Casearia decandra;2,037183272;3;Tardio;40
32;Casearia decandra;1,718873385;4;Tardio;40
32;Myrsine umbellata;2,896619964;5;Tardio;40
32;Myrsine umbellata;1,718873385;4;Tardio;40
32;Myrrhinium atropurpureum;7,543944303;6;Tardio;40
32;Myrsine umbellata;3,342253805;4.5;Tardio;40
32;Myrsine umbellata;2,546479089;9;Tardio;40
32;Ocotea pulchella;2,832957987;4.5;Tardio;40
32;Myrsine umbellata;3,023943919;5.5;Tardio;40
32;Strychnos brasiliensis;3,023943919;4;Tardio;40
32;Gymnanthes klotzschiana;25,26917421;22;Tardio;40
32;Myrsine umbellata;3,342253805;6;Tardio;40
32;Myrcia palustris;3,405915782;5;Tardio;40
32;Myrcia splendens;2,196338215;4.5;Tardio;40
32;Ocotea pulchella;1,718873385;3.5;Tardio;40
32;Casearia decandra;3,69239468;8;Tardio;40
32;Gymnanthes klotzschiana;20,24450876;22;Tardio;40
32;Casearia decandra;4,106197532;6;Tardio;40
32;Strychnos brasiliensis;2,196338215;4.5;Tardio;40
32;Casearia decandra;6,175211792;10;Tardio;40
32;Gymnanthes klotzschiana;14,67408575;20;Tardio;40
32;Casearia decandra;3,596901714;6.5;Tardio;40
32;Casearia decandra;3,023943919;6;Tardio;40
32;Myrsine umbellata;4,467692153;5.5;Tardio;40
32;Zanthoxylum kleinii;23,90507245;25;Tardio;40
32;Myrcia splendens;3,596901714;7;Tardio;40
32;Gymnanthes klotzschiana;19,67155097;18;Tardio;40
32;Gymnanthes klotzschiana;19,51239602;20;Tardio;40
32;Myrsine umbellata;1,687042397;4;Tardio;40
32;Casearia decandra;4,169859509;6.5;Tardio;40
32;Casearia decandra;4,710986316;12;Tardio;40
32;Casearia decandra;4,297183463;8;Tardio;40
32;Casearia decandra;3,374084794;10;Tardio;40
32;Myrcia splendens;6,68450761;15;Tardio;40
32;Casearia decandra;2,99211293;3;Tardio;40
32;Gymnanthes klotzschiana;16,07464925;12;Tardio;40
32;Casearia decandra;4,520000384;5.6;Tardio;40
